pid,tid,home_size,parcel_size,beds,age,pool,price,year,cbd_dist,x_coord,y_coord
12095,1604,2251,9160,4,54,0,174.606,2004,3330.73,537468.1,1520488
12096,807,2482,8150,4,3,1,189.514,2001,19105.26,597456.6,1527885
12097,8537,3026,10381,4,0,1,353.081,2004,15663.75,484060.3,1522999
12098,6398,1660,2922,3,0,0,134.53,2003,22661.24,608710.7,1522498
12099,9185,1647,7776,3,0,1,190.979,2003,21916.83,583226.6,1477878
12100,8874,3191,12969,4,0,0,224.821,2003,13790,575404.8,1511035
12101,6809,1633,1920,3,2,0,202.061,2004,19838.09,544014.9,1466640
12102,7139,2869,11208,5,1,1,412.902,2002,17682.25,484001.8,1503105
12103,3300,1208,6776,3,0,0,88.49,2002,7159.75,511354.5,1531967
12104,9263,1364,7879,3,14,0,119.079,2002,20260.21,599949.2,1544576
12105,5537,1481,12938,3,14,1,143.868,2000,21896.24,523785.2,1460090
12106,59,2399,10367,4,7,0,227.085,2004,22739.95,509198.8,1461008
12107,2085,1216,736,2,1,0,101.578,2004,10171.7,518086.4,1559974
12108,7716,3555,9349,5,0,0,327.609,2003,20791.33,471014.9,1506952
12110,8025,3859,11194,4,0,1,328.851,2001,19103.18,596756.6,1521266
12111,1913,1972,6394,4,0,0,162.662,2003,14070.88,576519.6,1511221
12112,1366,1222,10506,3,44,0,134.84,2002,8802.34,551745.4,1554521
12114,537,1127,8423,2,51,0,205.816,2001,5705.21,542282.4,1548278
12116,1094,1421,6088,3,17,0,117.35,2003,17854.86,536416,1472520
12117,4572,1197,10014,3,41,0,66.278,2000,7180.23,511295.1,1530037
12118,5126,1080,8624,3,21,0,85.444,2005,18679.79,489657,1572538
12119,3753,3228,15300,4,0,1,254.384,2001,25544.38,487819.3,1600508
12121,5197,2094,8001,4,5,1,183.997,2003,14816.2,491594.3,1553338
12122,9798,875,8239,3,32,0,57.359,2002,9827.07,507685.6,1548496
12123,6490,2095,8802,4,0,0,315.948,2000,2074.01,541603.9,1530367
12125,1564,3084,8999,4,0,0,220.185,2003,24887.88,616017.5,1540120
12128,3208,1672,6512,3,7,1,142.245,2000,16683.73,533974.9,1476349
12130,1688,1015,12013,3,25,1,112.426,2005,7751.48,520887.9,1509822
12131,4705,1740,6797,3,30,0,94.845,2002,9378.15,515488.9,1507160
12132,7795,2739,10200,3,7,1,208.083,2004,30010.84,632270.8,1516688
12133,987,970,7391,2,33,0,86.683,2002,9774.06,518048.6,1503763
12135,8556,1922,10000,3,4,0,123.54,2000,29732.15,631768.1,1519872
12136,876,2072,10623,3,0,0,159.596,2003,13755.85,491865.6,1544942
12138,6816,2884,7568,4,0,0,198.283,2004,21895.76,583112.1,1477867
12139,1959,1107,7888,3,46,1,98.353,2005,7854.92,510455.8,1539474
12141,8434,2790,10906,5,4,0,264.628,2004,20693.2,602392.1,1524129
12142,6139,1841,10436,3,25,0,255.432,2005,3730.36,545647.2,1525352
12143,3579,2409,14943,4,20,1,269.229,2004,17976.83,494619.1,1487930
12144,9725,1215,7299,3,3,0,87.262,2000,8925.06,512366,1549888
12145,6914,1571,9827,3,25,0,107.412,2003,12035.38,524323.7,1493023
12146,5323,768,14296,3,18,0,91.533,2003,14301.08,487901.2,1530942
12147,2171,1182,8471,3,35,0,108.121,2002,8097.25,560762.9,1525264
12148,9954,1961,10968,4,6,0,183.272,2003,16480.52,481286.7,1538712
12150,210,3730,17784,4,5,1,353.311,2000,18431.87,494209.3,1486278
12151,7560,1264,8300,3,7,0,140.315,2005,21377.37,601895.1,1551725
12152,4244,1254,7725,2,14,0,106.113,2002,16387.68,512492.9,1482175
12154,6433,1456,10797,3,9,0,115.551,2002,11376.1,509035.1,1558084
12155,2379,1240,9600,3,42,1,100.068,2002,8970.51,511480.8,1549022
12159,1555,912,4236,3,18,0,55.121,2004,1337.1,530459.6,1530779
12160,7772,1602,7057,3,8,0,130.984,2001,18643.52,595937.9,1527861
12161,8311,1076,7077,3,15,0,147.741,2000,2226.9,540209.4,1536052
12162,7984,1734,10935,4,18,1,116.594,2000,11136.28,507871.4,1555769
12164,6965,2170,8380,4,0,0,168.89,2004,13247.38,571244.8,1507332
12165,4521,1881,5749,4,0,0,149.235,2002,21342.7,604283.9,1521962
12166,9559,1633,8614,4,32,0,75.298,2002,7089.23,513861.3,1541166
12167,638,5209,10023,6,2,0,496.749,2004,19269.03,597361,1521612
12168,420,1317,17900,3,39,1,144.439,2004,10581.9,560891.5,1554060
12170,2719,2114,47506,4,2,0,162.02,2003,11994.28,499750.8,1548946
12171,6006,1919,9096,4,20,0,139.562,2004,8989.3,508333.1,1544058
12172,8468,1136,10120,3,11,0,121.105,2003,9905.02,565661.1,1520773
12175,5548,2368,13555,4,17,1,233.61,2003,13238.32,498651.3,1507049
12176,2739,1880,5484,4,0,0,159.408,2002,22511.02,461530.2,1521907
12177,2662,1756,6325,3,1,0,191.941,2001,10826.59,504747.7,1512197
12178,8245,1355,7545,3,14,0,96.827,2000,9867.14,565835.9,1521731
12180,7982,1355,8298,3,37,1,86.877,2000,8463.49,531414.7,1503532
12182,2813,1202,8404,3,12,0,105.211,2003,13542.48,578302.5,1521817
12183,6908,2180,13217,4,8,1,282.281,2003,11991.98,496578.9,1521859
12184,7348,1709,5056,3,14,0,106.219,2000,5317.82,547940.8,1519570
12185,513,1988,6676,4,7,0,169.461,2003,18662.09,595947.2,1526999
12186,8705,1854,5497,4,1,0,99.954,2000,12786.3,505456.8,1561061
12188,8093,1911,2566,3,0,0,154.623,2000,17679.49,573347.7,1487697
12189,3179,1252,8442,3,17,0,94.253,2001,10993.56,504989.2,1551369
12190,9661,2030,42598,5,30,0,114.752,2002,11193.42,505756.6,1553546
12192,340,3354,50422,5,-1,0,298.224,2002,6344.92,532954.9,1510328
12194,3917,1264,6617,3,5,0,118.808,2002,21267.57,601435.5,1551990
12195,9537,1913,8672,4,0,0,169.203,2004,21011.96,529297.8,1462360
12197,3921,2070,10920,4,13,1,141.147,2000,14191.06,575542.8,1553729
12199,7592,1843,7325,3,7,1,173.618,2003,18484.25,527597.3,1470867
12200,2631,1961,12048,3,6,1,143.882,2000,11881.16,499352.3,1547255
12201,5365,1211,9437,3,10,0,96.195,2000,11215.24,499257.2,1540529
12203,5683,1465,9240,3,41,0,119.228,2003,5123.61,533143,1514368
12204,9818,2464,7999,4,10,1,191.555,2004,20962.42,539612.7,1462466
12207,3136,1897,8639,4,37,1,219.853,2003,8697.67,555620.9,1550664
12208,8830,2642,9777,4,20,1,187.572,2003,5328.58,551417.1,1525537
12210,2105,1326,7500,3,28,0,73.361,2000,9291.09,533734.6,1500625
12211,6576,2741,11780,4,2,0,173.754,2000,18835.53,596007.1,1522180
12212,5836,1594,8676,4,32,0,98.892,2004,8749.33,507314.1,1539287
12214,867,2813,6126,5,0,0,231.631,2003,20832.15,510178.3,1467329
12216,6785,1633,14513,3,18,0,199.152,2003,14200.82,498424.8,1502005
12217,9607,2508,13840,4,10,1,290.043,2001,17732.99,493558.9,1490070
12218,2514,1155,10813,2,42,1,212.087,2004,3058.29,543937,1526871
12219,6031,3098,23028,3,3,1,556.394,2003,18921.3,473565.5,1520991
12221,8867,2478,11215,3,0,0,189.409,2004,12575.34,497910.6,1549524
12223,8082,1762,8251,4,0,0,160.034,2003,13481.47,497782.7,1555276
12224,9694,2220,9999,4,4,1,211.014,2001,12037.74,495920.4,1524292
12225,8419,3961,9290,4,-1,0,246.37,2001,591.25,536269.5,1532406
12228,5400,955,8237,3,42,0,73.608,2001,15394.97,486152.7,1544615
12229,4026,4358,32030,6,0,1,522.382,2002,20827.77,470590.7,1507752
12230,7625,1554,5506,3,8,0,133.837,2002,17668.31,527182.9,1473618
12233,276,2588,6000,4,0,0,219.199,2004,23349.25,609523.1,1513944
12234,983,1603,4605,3,0,0,121.832,2001,23671.53,458119.8,1518804
12235,7789,1200,6005,3,13,0,127.167,2003,20290.25,599974.8,1544934
12236,7094,1298,10209,2,44,0,98.3,2004,7460.86,559308.8,1530274
12237,8314,1021,7149,3,41,0,44.653,2000,15381.76,486491.9,1545632
12239,382,3135,10557,4,6,1,290.305,2004,16182.91,481768.8,1528936
12242,593,1780,9038,3,45,0,266.468,2005,4074.35,527481.7,1542265
12243,5237,956,6202,2,20,0,77.169,2001,8054.38,521660.7,1508181
12246,3360,950,9513,2,60,0,154.609,2005,2960.55,536214.6,1521479
12247,1326,1919,5833,3,3,0,185.884,2003,18745.2,596182.6,1526465
12249,5016,2140,11554,3,13,0,267.95,2001,2090.67,528915.4,1534565
12250,6527,1112,8977,2,47,0,132.881,2002,4292.31,547277.1,1537706
12251,269,1299,4950,4,0,0,112.526,2000,8790.1,563683.8,1530823
12253,3087,1874,9267,3,4,0,131.083,2003,12759.71,505158.4,1560642
12254,3806,1700,6667,3,1,0,133.407,2001,20263.63,527802.5,1464966
12255,3431,2398,5450,5,4,1,200.641,2003,22509.39,509014.5,1461883
12256,8695,1936,5717,3,7,0,182.743,2003,11521.41,499637.3,1517284
12258,6276,1717,10025,3,6,0,146.415,2004,11041.13,509216.2,1556724
12260,1784,2926,15158,4,52,0,331.413,2004,9085.98,548958.9,1557361
12261,3267,1403,5394,4,5,0,102.466,2002,20059.91,469002.6,1531601
12262,9785,1363,8294,3,11,0,126.738,2003,16087.29,587366,1536412
12263,2619,1874,5651,4,0,0,133.799,2004,16952.05,541244.9,1475832
12265,5934,2467,10968,4,11,1,217.959,2001,22546.94,515255.8,1459737
12266,7804,2164,6057,4,4,1,191.975,2004,21463.93,602404.1,1551020
12269,3001,1757,10201,3,18,0,167.106,2003,7235.56,548941.3,1511994
12271,6373,752,10444,2,34,0,121.127,2004,5204.23,529253.8,1547240
12273,289,2302,6623,4,0,0,146.81,2001,22207.29,488625.1,1587458
12274,8368,2057,5531,4,4,0,189.638,2003,19494.51,516931.1,1469674
12278,8163,1962,11544,3,46,1,119.631,2003,9052.46,555238.7,1552694
12279,7533,3982,46265,5,11,1,313.624,2001,18260.44,476868.1,1515890
12282,6630,1116,6520,3,38,0,76.936,2002,19168.5,596014.7,1545757
12285,7417,1131,6613,3,21,0,81.341,2000,16096.52,522756.2,1479669
12286,7085,776,5268,2,52,0,89.831,2002,5470.34,552489.6,1534333
12288,1256,2437,8610,3,0,0,211.671,2001,16515.36,480643,1530096
12289,483,1256,3240,3,0,0,95.23,2000,20517.86,535168.1,1463760
12291,5913,3406,25147,5,17,1,1254.33,2003,7725.73,545088,1554288
12292,9741,1512,8437,3,10,0,126.171,2002,13707.68,579561.8,1526245
12293,6776,1354,6301,3,12,0,130.803,2003,16452.32,527524,1477602
12295,3327,1611,11145,3,11,0,130.206,2002,10800.74,565265.2,1549280
12297,7792,2796,6904,4,0,1,201.392,2000,19934.22,528338.3,1465998
12299,1995,2909,13858,4,0,1,482.484,2004,15753.38,497504.9,1495361
12302,7322,1836,6878,3,0,0,146.084,2004,14807.37,580630.6,1514832
12303,7963,2586,15950,4,7,1,247.959,2001,21875.29,515719.9,1461896
12304,3667,1609,6951,3,9,0,121.409,2002,14589.44,582686.5,1532841
12305,6382,2782,14725,4,0,1,229.334,2003,25938.91,485930.8,1600778
12306,7031,2502,12341,4,0,0,180.3,2002,21286.17,534048.5,1461242
12308,130,1572,10015,3,20,1,164.833,2005,13637.23,576171.7,1548260
12309,4700,2046,5500,4,4,0,170.968,2002,19626.81,516227.3,1469430
12312,7378,1275,5667,3,21,0,125.941,2003,9564.32,566203.7,1532283
12313,3995,2521,7566,4,0,0,247.494,2004,20907.52,470673.2,1506778
12315,9982,1429,8258,3,10,1,134.588,2002,8934.73,539219.2,1502104
12316,6565,2731,19475,4,0,0,259.524,2002,25704.9,450481.5,1532214
12318,4876,1576,6300,3,0,0,186.604,2004,20756.88,510178.5,1467594
12319,8856,1816,14318,3,8,0,149.037,2002,15193.54,582546.4,1516599
12320,1322,2131,7296,3,0,0,247.38,2004,23605.44,611678.3,1521237
12321,4362,2259,6320,4,5,0,169.121,2004,18302.47,594274.1,1522420
12323,10000,1872,11441,3,13,0,144.712,2001,6948.95,519725.1,1548179
12324,9777,1464,11337,3,24,1,138.617,2002,11176.98,571513.6,1530481
12325,6208,1444,9004,3,42,0,83.303,2000,7873.71,560556.3,1528597
12327,9367,2900,12748,5,2,0,313.622,2002,13089.84,494257.4,1516993
12328,6491,1720,10101,3,1,1,180.89,2001,15856.51,520685,1481018
12330,7742,3168,12161,5,0,0,297.213,2002,20426.98,601632.6,1525381
12331,1697,2349,7805,4,0,1,200.602,2000,20349.57,601604.9,1532640
12332,6557,2032,5214,4,5,0,166.391,2005,20728.52,602479.2,1523849
12334,1885,1125,8740,3,21,0,82.918,2001,14365.62,579259.3,1546893
12336,6349,1311,10896,3,19,0,135.657,2003,8475.61,551764.9,1509025
12338,1406,2487,9152,4,10,0,236.313,2004,16977.26,479154.3,1529081
12339,5311,1829,7502,3,8,0,157.631,2004,20063.04,597578.1,1551077
12340,1877,2360,10198,4,26,1,141.696,2004,8287.01,514763.3,1549449
12342,4643,783,8513,3,14,0,100.794,2004,7295.17,511894.2,1537946
12343,4136,2477,24597,4,20,1,242.652,2004,11527.36,500964.6,1514246
12344,883,2978,22161,5,11,1,254.333,2003,20174.72,498461.8,1586424
12345,6386,3775,10940,5,5,1,398.313,2005,20331.88,601320.2,1525391
12349,8870,1687,9009,3,10,0,137.528,2003,15618.32,584039.3,1516727
12350,190,1938,9369,4,19,0,227.13,2004,8726.73,555929,1550473
12355,5264,2168,7005,4,3,0,218.188,2004,21268.42,509529.7,1466045
12356,5639,1140,7787,2,7,0,183.685,2003,2317.27,542352.4,1529936
12358,6933,3062,7046,3,36,0,248.859,2001,4392.83,537899.9,1545195
12359,9885,1754,7732,3,0,0,116.895,2001,19917.17,469546.9,1534285
12362,9580,1836,5324,3,0,0,154.458,2004,14820.36,580728.7,1514982
12363,7261,2436,5375,4,5,1,184.855,2004,14540.31,580209.3,1516314
12364,4573,3328,15464,3,33,0,211.567,2005,6267.97,521756.4,1546975
12365,8091,1342,11868,3,8,0,126.252,2003,21057.2,600296,1553258
12366,8762,975,10078,2,6,0,84.304,2003,8918.84,563637.5,1525873
12367,9262,1874,5625,4,2,0,127.012,2003,16795.94,541715.3,1476405
12369,7905,2048,7057,4,2,1,221.364,2003,16383.28,586924.7,1517758
12370,6112,2255,9954,4,1,0,173.809,2005,13973.54,495500.3,1554662
12371,3574,2198,7054,5,19,0,82.471,2001,7977.38,529032.9,1556628
12372,2393,2516,10512,3,7,1,259.03,2001,11108.56,499491.9,1522157
12373,1574,2873,6138,5,4,0,194.063,2002,19252.23,597934.8,1527793
12374,7311,1702,12017,3,12,0,327.09,2002,2817.83,531985,1539895
12376,2729,1457,5499,3,0,0,102.61,2000,12882.56,505560.1,1561602
12379,8563,1681,10049,4,5,1,163.146,2003,14959.32,486362,1538884
12380,2883,1683,11142,3,11,0,124.107,2000,4836.31,547319.8,1521294
12381,7996,1802,5253,3,4,0,152.956,2002,9910.82,525595.9,1562284
12382,7205,2595,8539,4,0,0,231.975,2001,12189.93,573821.1,1522112
12383,9767,1265,6908,3,0,0,96.145,2004,5995.39,515832.8,1525995
12384,5100,1525,10454,4,41,0,110.211,2003,8201.2,530657.1,1504508
12386,3724,5462,54941,7,9,1,3003.604,2004,7843.52,546787.3,1553897
12387,543,1842,5169,3,0,0,147.207,2002,23180.19,609782.9,1518036
12391,7514,1592,23340,3,19,1,336.768,2004,7064.7,535268.4,1554263
12392,7494,1631,5005,3,10,0,122.869,2000,21260.92,524670.1,1462065
12395,6502,2437,9636,4,11,1,210.994,2003,7511.4,552008.9,1513411
12399,3641,1327,8523,3,44,0,117.628,2004,8112.5,561073.1,1526568
12400,819,1596,7561,4,10,0,117.236,2001,16785.45,531246.3,1476126
12402,9101,2070,7962,3,36,0,164.846,2003,8553.75,555721.3,1549857
12403,5243,1410,8547,4,12,0,115.911,2002,17406.21,536547.4,1473997
12405,2641,1839,10600,3,13,0,138.182,2001,14876.19,580079.9,1549447
12407,438,2970,9750,4,0,0,315.824,2004,22758.04,460770.2,1521458
12408,4575,1596,6036,3,12,0,124.187,2001,21313.84,524150.6,1461968
12409,7196,1397,8695,3,18,0,109.812,2003,4966.4,548172.5,1521726
12410,2554,1660,8872,3,23,0,123.077,2003,16495.52,521838.9,1478543
12411,9432,1582,9796,3,32,0,116.855,2001,10076.21,558396.1,1554304
12412,6641,3276,12442,4,3,1,473.124,2004,20541.14,601645.4,1522079
12413,9238,1651,6252,3,11,0,128.616,2001,21567.35,522107.8,1461468
12415,9861,1680,10934,3,30,0,63.764,2002,9567.34,563401.7,1544134
12416,6312,1872,7271,3,7,1,213.266,2003,20641.52,523364.1,1464332
12417,8984,1117,12688,2,33,0,79.504,2001,19536.23,598445.1,1539155
12418,2387,1000,11060,3,20,0,104.104,2005,28524.44,490209.7,1613392
12419,823,1202,12878,3,29,0,110.127,2002,9805.02,565859.8,1522549
12420,36,2082,5647,3,0,0,173.519,2003,11874.97,513185.6,1563504
12421,298,2195,25572,4,16,0,198.98,2002,11650.01,567582.9,1550866
12423,1209,3367,13255,4,-1,1,278.86,2002,21094.73,466831.1,1518123
12424,9542,2041,11953,4,45,1,260.799,2002,2877.91,542173.1,1525149
12426,5143,1874,10391,3,46,0,147.74,2005,9091.82,562889.3,1541266
12428,5351,1645,5973,3,0,0,125.59,2003,16497.44,541793.3,1477403
12430,514,1332,5205,3,12,0,148.313,2005,21519.94,490972.1,1586452
12431,3942,1766,9055,4,7,0,169.398,2004,15654.3,483702.8,1526105
12433,5510,1639,10625,3,15,0,120.102,2003,12085.18,496126.8,1539742
12434,4554,1838,5099,4,0,0,126.715,2000,11701.28,565749.5,1508300
12436,6196,2084,54574,3,22,1,257.569,2004,26572.58,601197.4,1474513
12437,613,3956,8090,4,5,1,324.932,2004,20069.68,600168.1,1522711
12438,1936,2024,5254,4,14,0,158.41,2004,18434.95,524689.8,1471452
12441,9617,3075,44803,3,9,1,253.762,2003,28773.15,628700.3,1520753
12442,8971,3024,13963,4,0,0,256.957,2003,18930.55,479767.1,1502333
12443,2407,1043,9787,3,7,0,150.826,2002,2660.2,541913.4,1536210
12446,474,2053,10750,3,16,0,133.158,2000,11143.05,566467.5,1549453
12447,4527,1645,7148,3,34,0,89.168,2000,9581.28,531336,1499848
12450,624,2752,5818,5,2,1,214.985,2003,20108.45,543682.4,1465698
12452,256,2813,11213,4,0,1,404.485,2004,17872.97,483519.6,1502683
12453,7847,1736,8248,4,31,1,137.199,2004,8142.12,514292.4,1548186
12454,1395,2053,9101,3,10,0,129.057,2002,12600.35,573393.8,1546046
12455,3108,1637,5251,3,13,0,147.502,2004,18512.75,521049.7,1471924
12456,4069,1968,9227,3,6,0,192.239,2003,18740.53,595878.6,1523562
12457,5843,1109,7261,2,11,0,163.904,2003,4889.18,529068.6,1546071
12458,752,1926,6000,3,0,0,193.659,2004,20835.87,473188.7,1501505
12459,6813,2450,9703,4,0,0,184.484,2001,15173.42,490681.2,1554135
12460,3403,961,3668,2,15,0,54.902,2000,21358.67,464740,1531601
12462,8209,2018,7813,4,18,0,212.735,2005,17179.14,522356.8,1476115
12464,5414,1953,10639,3,32,0,134.258,2000,5392.33,538052.7,1513695
12465,7498,1639,10120,3,12,0,121.796,2001,13305.48,493809.2,1546053
12466,4505,2974,9376,4,1,1,224.964,2001,13972.51,488983.6,1530465
12467,6238,1965,7643,3,11,0,241.239,2005,12605.36,494294.7,1522859
12468,7352,2035,6000,3,0,0,223.846,2004,20170.12,484501.7,1488103
12469,4765,3167,9804,4,6,1,224.674,2000,21932.71,515211.2,1461842
12471,7474,3345,15864,4,0,1,425.434,2001,19997.95,479736.7,1495438
12473,348,3050,10301,4,4,1,217.118,2000,18584.37,528230.4,1470456
12474,9090,1538,9706,3,16,0,158.319,2004,10864.29,499529.3,1526018
12475,3152,2586,36960,6,11,1,176.127,2002,10009.76,513224.4,1555839
12476,3296,4714,12303,9,32,0,95.489,2003,6120.76,515667.5,1525096
12477,8232,1873,6385,3,3,1,220.517,2001,16837.96,513157.9,1480266
12478,3945,2841,10970,4,2,0,264.62,2002,19033.52,596492.8,1521066
12479,8909,1240,8316,2,24,0,52.973,2002,7800.43,512905.5,1544312
12481,879,846,3298,3,15,0,56.316,2001,21992.38,462679.6,1532849
12485,6733,1475,4700,3,14,0,132.31,2002,13879.55,501771.8,1499768
12488,7504,3341,10926,5,0,1,341.556,2001,20030.66,600560.8,1529680
12489,1148,1219,4592,3,0,1,138.583,2002,18904.33,543604.5,1469677
12490,6250,1593,5254,3,5,0,141.571,2003,13543.29,578083.4,1520833
12492,3289,1362,15410,2,18,0,178.975,2003,5142.53,534835.1,1547981
12493,7237,1174,1560,3,14,0,112.408,2004,16945.45,523910.9,1476567
12494,9592,1380,4272,4,0,0,95.587,2000,7525.3,510490.4,1526944
12495,377,2227,4461,3,0,0,420.84,2003,5130.63,542369.1,1546157
12496,7898,2487,9409,4,0,0,149.847,2001,19139.63,474394.9,1548203
12498,1424,1111,4359,3,0,0,100.455,2002,8196.9,509526.6,1540195
12499,3255,1719,8646,4,0,0,136.755,2000,20037.77,545234.1,1466162
12500,6365,2514,14675,4,0,1,201.476,2001,20389.57,601731.4,1532837
12501,2288,2052,7365,4,3,0,120.361,2000,20487.03,598647.3,1552289
12503,110,1114,10642,2,45,0,147.104,2005,2460.37,542849.4,1532095
12504,7075,1375,2866,3,0,0,147.976,2004,23369.53,609983.8,1515755
12505,5105,1950,6964,3,0,0,113.742,2003,8975.36,505445.1,1529140
12507,6857,1822,8187,3,0,0,146.064,2003,22062.9,488200.8,1586490
12509,2442,1264,5500,3,2,0,133.21,2004,24487.38,614717.7,1539915
12510,27,2832,4998,4,0,0,212.952,2004,13815.73,578612.7,1519283
12511,6762,2855,9843,5,0,1,239.033,2003,22204.58,584559.9,1477822
12512,77,1500,8755,4,32,0,121.105,2003,14534.22,582478.1,1533469
12513,338,2217,12619,4,0,0,157.176,2003,13590.01,492317.1,1544567
12514,9390,1400,4727,3,0,0,115.346,2000,15632.49,524381.4,1480869
12516,6203,2083,8308,4,0,0,169.255,2002,15877.55,586927.8,1532467
12517,3565,1590,13568,3,23,0,105.407,2003,8844.91,510572.5,1547033
12518,6412,1835,8974,4,19,0,211.113,2004,6846.76,551935.9,1545676
12520,2296,1713,12825,3,29,0,103.222,2001,9677.19,532874.7,1499398
12521,1633,1867,9476,3,14,1,124.081,2002,10887.31,567203.2,1515960
12522,9650,1404,3456,3,12,0,116.809,2002,14707.66,578926.1,1550746
12523,44,2602,30605,4,0,0,209.399,2000,25177.18,487947.6,1599136
12524,5502,1887,7998,3,17,0,116.031,2001,18215.6,536864.1,1471349
12525,5474,2236,10011,4,3,0,312.352,2005,22573.29,461330.2,1521859
12526,3795,1260,6600,3,15,0,118.823,2003,17533.31,513242.3,1477759
12527,307,1613,4600,3,0,0,136.775,2003,23470.05,458493.5,1520902
12528,8838,1705,6638,3,0,0,196.411,2004,20060.68,469070.3,1527841
12529,3393,4183,8276,5,0,0,215.257,2003,19510.52,598756.3,1534896
12530,1168,2026,12550,4,16,1,180.152,2001,14788.84,490887.3,1510500
12532,4267,1198,6602,3,43,0,62.276,2003,11666.57,512862.7,1499741
12535,7893,2091,11677,3,0,0,142.153,2004,24577.6,481988.2,1592037
12536,8253,2395,13019,3,8,1,148.141,2001,16318.37,532956.3,1477574
12537,181,1416,9900,2,29,0,75.712,2002,8872.04,563039.2,1523856
12539,7220,3864,9000,4,1,0,265.21,2002,14050.02,576039.6,1551799
12540,1258,3325,26924,4,10,1,595.275,2000,9405.19,541204.1,1500894
12541,5364,2161,44535,4,32,0,157.955,2002,10180.98,567554.6,1524316
12542,7440,2464,11687,5,18,0,124.491,2002,19594.1,501757.8,1586245
12543,4891,2332,8680,4,13,0,185.359,2003,11421.75,499085.6,1519826
12545,4823,2886,8998,4,0,0,277.333,2004,14701.65,492616.6,1554455
12546,714,1552,10978,4,7,0,120.74,2002,2821.15,525847.9,1533319
12548,3843,1674,12697,3,28,0,157.343,2003,4421,544437.8,1520219
12549,24,1252,6730,3,24,0,101.223,2003,10938.65,566224.3,1513673
12550,5099,3018,8330,5,0,0,246.738,2002,25286.12,617552.7,1537806
12551,1342,3166,9165,5,0,0,250.896,2003,12431.83,574615.3,1522024
12554,3926,1284,1972,3,1,0,164.701,2005,20219.54,468496.3,1529486
12557,7260,4556,26386,5,0,1,575.58,2003,20191.08,471568.4,1511391
12560,504,2042,16075,4,15,1,157.258,2002,19737.94,503890.3,1588007
12561,4189,1520,11250,3,37,0,94.184,2001,30198.69,633168.5,1518699
12562,5233,2227,20038,3,15,1,177.791,2002,13090.28,492144.7,1535906
12563,8377,930,3599,2,17,0,91.869,2004,12181.25,574346.3,1537200
12564,1284,2116,10500,4,18,0,182.136,2005,8020.8,552955,1512001
12565,4402,2815,14989,4,0,1,303.127,2003,20935.06,529459.5,1462600
12566,1976,1296,7498,3,29,0,58.908,2001,10386.23,505253.2,1548052
12567,4415,1877,6171,4,2,1,210.512,2004,22001.02,584283.4,1478479
12568,9621,1250,222236,3,33,0,137.161,2002,29492.78,628992.3,1553542
12569,4551,2215,5501,3,0,0,135.827,2002,24502.32,614787.8,1539725
12570,6786,1509,5500,3,18,0,103.028,2001,9929.82,502767.9,1525351
12571,5392,1827,9005,4,8,1,166.076,2004,15010.82,485994,1537535
12574,3557,2015,7964,4,7,0,148.623,2000,17714.36,592563,1524196
12575,6153,1429,2340,3,0,0,100.301,2000,20673.41,535869,1463256
12576,2760,1988,5250,3,1,0,157.449,2003,21244.66,604048.1,1539534
12578,1447,1222,10266,3,23,0,111.153,2003,13028.94,545339.2,1489647
12581,7065,1540,4501,3,0,0,90.672,2000,12435.11,566740.1,1505647
12583,6396,2015,6732,4,7,1,161.614,2001,17561.06,592119.8,1524745
12585,1915,1387,2741,3,0,0,154.484,2003,22180.09,466844.3,1505097
12586,5707,3501,11647,5,2,1,278.411,2001,20343.17,601385.8,1525732
12589,7695,2136,9951,4,0,0,168.077,2001,13738.51,490205.8,1537512
12590,4760,3945,10724,4,0,0,273.34,2000,23231.58,459063.1,1522630
12591,6248,1676,10347,4,4,0,141.296,2003,16722.87,499391.7,1573001
12592,2943,2198,10142,4,9,0,175.742,2001,11983.1,496241,1523542
12593,2458,1480,2400,3,0,0,159.265,2004,22388.78,473580.3,1490516
12594,3966,2238,7467,3,5,0,146.948,2003,20642.37,536991.2,1463385
12595,8399,3098,8224,4,0,1,222.965,2003,19316.45,544784.3,1468487
12596,6064,3701,11516,4,0,0,338.546,2003,23305.49,610509.6,1519966
12597,7450,1918,10161,3,45,0,169.923,2003,5979.71,545271.8,1514477
12599,8494,2696,13521,3,9,0,517.144,2003,1778.56,531092.6,1535576
12602,7505,1461,2880,3,1,0,148.819,2004,23099.7,608845.6,1514662
12603,8374,1548,6584,3,0,0,146.176,2004,8940,536529.6,1501800
12604,4057,2868,8353,4,0,1,270.045,2004,19557.02,598900.4,1535040
12605,5772,1949,7899,4,0,0,177.091,2003,13881.21,578666.9,1518673
12606,8373,3520,7201,4,1,1,266.689,2003,21961.85,585176.3,1479512
12608,2040,1604,11098,3,45,0,149.302,2005,9310.7,525365.1,1560150
12610,8429,2750,6048,4,0,0,232.64,2004,21598.07,605466.3,1525103
12611,6932,3349,17406,5,12,0,228.529,2004,13385.85,502988.5,1561358
12612,2945,1867,8050,3,16,0,120.17,2003,3655.44,531908.6,1519463
12613,2923,2952,31948,4,9,1,455.001,2004,19349.35,472714,1517925
12617,133,2322,9886,4,3,1,215.098,2002,17419.27,506396.7,1580691
12618,3060,778,9729,3,45,0,151.668,2005,7710.91,560112.3,1529847
12619,8013,2450,11333,3,0,0,225.246,2004,13775.65,575270.6,1510871
